id,vid,vendor,pid,device,type,net,screen,height,width,driver,image,,,,,
d-04e6-5292,v-04e6,"SCM Microsystems, Inc.",p-5292,SCL011 RFID reader,,,,,,,,,,,,
d-04e6-5410,v-04e6,"SCM Microsystems, Inc.",p-5410,SCR35xx Smart Card Reader,,,,,,,,,,,,
d-04e6-e000,v-04e6,"SCM Microsystems, Inc.",p-e000,SCRx31 Reader,,,,,,,,,,,,
d-04e6-e001,v-04e6,"SCM Microsystems, Inc.",p-e001,SCR331 SmartCard Reader,,,,,,,,,,,,
d-04e6-e003,v-04e6,"SCM Microsystems, Inc.",p-e003,SPR532 PinPad SmartCard Reader,,,,,,,,,,,,
d-04e7-0001,v-04e7,Elo TouchSystems,p-0001,TouchScreen,,,,,,,,,,,,
d-04e7-0002,v-04e7,Elo TouchSystems,p-0002,Touchmonitor Interface 2600 Rev 2,,,,,,,,,,,,
d-04e7-0004,v-04e7,Elo TouchSystems,p-0004,4000U CarrollTouchåº?Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0007,v-04e7,Elo TouchSystems,p-0007,2500U IntelliTouchåº?Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0008,v-04e7,Elo TouchSystems,p-0008,3000U AccuTouchåº?Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0009,v-04e7,Elo TouchSystems,p-0009,4000U CarrollTouchåº?Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0020,v-04e7,Elo TouchSystems,p-0020,Touchscreen Interface (2700),,,,,,,,,,,,
d-04e7-0021,v-04e7,Elo TouchSystems,p-0021,Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0030,v-04e7,Elo TouchSystems,p-0030,4500U CarrollTouchåº?Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0032,v-04e7,Elo TouchSystems,p-0032,Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0033,v-04e7,Elo TouchSystems,p-0033,Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0041,v-04e7,Elo TouchSystems,p-0041,5010 Surface Capacitive Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0042,v-04e7,Elo TouchSystems,p-0042,Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0050,v-04e7,Elo TouchSystems,p-0050,2216 AccuTouchåº?Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0071,v-04e7,Elo TouchSystems,p-0071,Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0072,v-04e7,Elo TouchSystems,p-0072,Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0081,v-04e7,Elo TouchSystems,p-0081,Touchmonitor Interface,,,,,,,,,,,,
d-04e7-0082,v-04e7,Elo TouchSystems,p-0082,Touchmonitor Interface,,,,,,,,,,,,
d-04e7-00ff,v-04e7,Elo TouchSystems,p-00ff,Touchmonitor Interface,,,,,,,,,,,,
d-04e8-0100,v-04e8,"Samsung Electronics Co., Ltd",p-0100,Kingston Flash Drive (128MB),,,,,,,,,,,,
d-04e8-0110,v-04e8,"Samsung Electronics Co., Ltd",p-0110,Connect3D Flash Drive,,,,,,,,,,,,
d-04e8-0111,v-04e8,"Samsung Electronics Co., Ltd",p-0111,Connect3D Flash Drive,,,,,,,,,,,,
d-04e8-1003,v-04e8,"Samsung Electronics Co., Ltd",p-1003,MP3 Player and Recorder,,,,,,,,,,,,
d-04e8-1006,v-04e8,"Samsung Electronics Co., Ltd",p-1006,SDC-200Z,,,,,,,,,,,,
d-04e8-2018,v-04e8,"Samsung Electronics Co., Ltd",p-2018,WIS09ABGN LinkStick Wireless LAN Adapter,,,,,,,,,,,,
d-04e8-2035,v-04e8,"Samsung Electronics Co., Ltd",p-2035,Digital Photo Frame Mass Storage,,,,,,,,,,,,
d-04e8-2036,v-04e8,"Samsung Electronics Co., Ltd",p-2036,Digital Photo Frame Mini Monitor,,,,,,,,,,,,
d-04e8-3004,v-04e8,"Samsung Electronics Co., Ltd",p-3004,ML-4600,,,,,,,,,,,,
d-04e8-3005,v-04e8,"Samsung Electronics Co., Ltd",p-3005,Docuprint P1210,,,,,,,,,,,,
d-04e8-3008,v-04e8,"Samsung Electronics Co., Ltd",p-3008,ML-6060 laser printer,,,,,,,,,,,,
d-04e8-300c,v-04e8,"Samsung Electronics Co., Ltd",p-300c,ML-1210 Printer,,,,,,,,,,,,
d-04e8-300e,v-04e8,"Samsung Electronics Co., Ltd",p-300e,Laser Printer,,,,,,,,,,,,
d-04e8-3104,v-04e8,"Samsung Electronics Co., Ltd",p-3104,ML-3550N,,,,,,,,,,,,
d-04e8-3210,v-04e8,"Samsung Electronics Co., Ltd",p-3210,ML-5200A Laser Printer,,,,,,,,,,,,
d-04e8-3226,v-04e8,"Samsung Electronics Co., Ltd",p-3226,Laser Printer,,,,,,,,,,,,
d-04e8-3228,v-04e8,"Samsung Electronics Co., Ltd",p-3228,Laser Printer,,,,,,,,,,,,
d-04e8-322a,v-04e8,"Samsung Electronics Co., Ltd",p-322a,Laser Printer,,,,,,,,,,,,
d-04e8-322c,v-04e8,"Samsung Electronics Co., Ltd",p-322c,Laser Printer,,,,,,,,,,,,
d-04e8-3230,v-04e8,"Samsung Electronics Co., Ltd",p-3230,ML-1440,,,,,,,,,,,,
d-04e8-3232,v-04e8,"Samsung Electronics Co., Ltd",p-3232,Laser Printer,,,,,,,,,,,,
d-04e8-3236,v-04e8,"Samsung Electronics Co., Ltd",p-3236,ML-1450,,,,,,,,,,,,
d-04e8-3238,v-04e8,"Samsung Electronics Co., Ltd",p-3238,ML-1430,,,,,,,,,,,,
d-04e8-323a,v-04e8,"Samsung Electronics Co., Ltd",p-323a,ML-1710 Printer,,,,,,,,,,,,
d-04e8-323b,v-04e8,"Samsung Electronics Co., Ltd",p-323b,Phaser 3130,,,,,,,,,,,,
d-04e8-323c,v-04e8,"Samsung Electronics Co., Ltd",p-323c,Laser Printer,,,,,,,,,,,,
d-04e8-323d,v-04e8,"Samsung Electronics Co., Ltd",p-323d,Phaser 3120,,,,,,,,,,,,
d-04e8-323e,v-04e8,"Samsung Electronics Co., Ltd",p-323e,Laser Printer,,,,,,,,,,,,
d-04e8-3240,v-04e8,"Samsung Electronics Co., Ltd",p-3240,Laser Printer,,,,,,,,,,,,
d-04e8-3242,v-04e8,"Samsung Electronics Co., Ltd",p-3242,ML-1510 Laser Printer,,,,,,,,,,,,
d-04e8-3248,v-04e8,"Samsung Electronics Co., Ltd",p-3248,Color Laser Printer,,,,,,,,,,,,
d-04e8-324a,v-04e8,"Samsung Electronics Co., Ltd",p-324a,Laser Printer,,,,,,,,,,,,
d-04e8-324c,v-04e8,"Samsung Electronics Co., Ltd",p-324c,ML-1740 Printer,,,,,,,,,,,,
d-04e8-324d,v-04e8,"Samsung Electronics Co., Ltd",p-324d,Phaser 3121,,,,,,,,,,,,
d-04e8-3256,v-04e8,"Samsung Electronics Co., Ltd",p-3256,ML-1520 Laser Printer,,,,,,,,,,,,
d-04e8-325b,v-04e8,"Samsung Electronics Co., Ltd",p-325b,Xerox Phaser 3117 Laser Printer,,,,,,,,,,,,
d-04e8-325f,v-04e8,"Samsung Electronics Co., Ltd",p-325f,Phaser 3425 Laser Printer,,,,,,,,,,,,
d-04e8-3260,v-04e8,"Samsung Electronics Co., Ltd",p-3260,CLP-510 Color Laser Printer,,,,,,,,,,,,
d-04e8-3268,v-04e8,"Samsung Electronics Co., Ltd",p-3268,ML-1610 Mono Laser Printer,,,,,,,,,,,,
d-04e8-326c,v-04e8,"Samsung Electronics Co., Ltd",p-326c,ML-2010P Mono Laser Printer,,,,,,,,,,,,
d-04e8-3276,v-04e8,"Samsung Electronics Co., Ltd",p-3276,ML-3050/ML-3051 Laser Printer,,,,,,,,,,,,
d-04e8-328e,v-04e8,"Samsung Electronics Co., Ltd",p-328e,CLP-310 Color Laser Printer,,,,,,,,,,,,
d-04e8-3296,v-04e8,"Samsung Electronics Co., Ltd",p-3296,ML-2580N Mono Laser Printer,,,,,,,,,,,,
d-04e8-3297,v-04e8,"Samsung Electronics Co., Ltd",p-3297,ML-191x/ML-252x Laser Printer,,,,,,,,,,,,
d-04e8-3409,v-04e8,"Samsung Electronics Co., Ltd",p-3409,SCX-4216F Scanner,,,,,,,,,,,,
d-04e8-340c,v-04e8,"Samsung Electronics Co., Ltd",p-340c,SCX-5x15 series,,,,,,,,,,,,
d-04e8-340d,v-04e8,"Samsung Electronics Co., Ltd",p-340d,SCX-6x20 series,,,,,,,,,,,,
d-04e8-340e,v-04e8,"Samsung Electronics Co., Ltd",p-340e,MFP 560 series,,,,,,,,,,,,
d-04e8-340f,v-04e8,"Samsung Electronics Co., Ltd",p-340f,Printing Support,,,,,,,,,,,,
d-04e8-3412,v-04e8,"Samsung Electronics Co., Ltd",p-3412,SCX-4x20 series,,,,,,,,,,,,
d-04e8-3413,v-04e8,"Samsung Electronics Co., Ltd",p-3413,SCX-4100 Scanner,,,,,,,,,,,,
d-04e8-3415,v-04e8,"Samsung Electronics Co., Ltd",p-3415,Composite Device,,,,,,,,,,,,
d-04e8-3419,v-04e8,"Samsung Electronics Co., Ltd",p-3419,Composite Device,,,,,,,,,,,,
d-04e8-341a,v-04e8,"Samsung Electronics Co., Ltd",p-341a,Printing Support,,,,,,,,,,,,
d-04e8-341b,v-04e8,"Samsung Electronics Co., Ltd",p-341b,SCX-4200 series,,,,,,,,,,,,
d-04e8-341c,v-04e8,"Samsung Electronics Co., Ltd",p-341c,Composite Device,,,,,,,,,,,,
d-04e8-341d,v-04e8,"Samsung Electronics Co., Ltd",p-341d,Composite Device,,,,,,,,,,,,
d-04e8-341f,v-04e8,"Samsung Electronics Co., Ltd",p-341f,Composite Device,,,,,,,,,,,,
d-04e8-3420,v-04e8,"Samsung Electronics Co., Ltd",p-3420,Composite Device,,,,,,,,,,,,
d-04e8-3426,v-04e8,"Samsung Electronics Co., Ltd",p-3426,SCX-4500 Laser Printer,,,,,,,,,,,,
d-04e8-3605,v-04e8,"Samsung Electronics Co., Ltd",p-3605,InkJet Color Printer,,,,,,,,,,,,
d-04e8-3606,v-04e8,"Samsung Electronics Co., Ltd",p-3606,InkJet Color Printer,,,,,,,,,,,,
d-04e8-3609,v-04e8,"Samsung Electronics Co., Ltd",p-3609,InkJet Color Printer,,,,,,,,,,,,
d-04e8-3902,v-04e8,"Samsung Electronics Co., Ltd",p-3902,InkJet Color Printer,,,,,,,,,,,,
d-04e8-3903,v-04e8,"Samsung Electronics Co., Ltd",p-3903,Xerox WorkCentre XK50cx,,,,,,,,,,,,
d-04e8-390f,v-04e8,"Samsung Electronics Co., Ltd",p-390f,InkJet Color Printer,,,,,,,,,,,,
d-04e8-3911,v-04e8,"Samsung Electronics Co., Ltd",p-3911,SCX-1020 series,,,,,,,,,,,,
d-04e8-4005,v-04e8,"Samsung Electronics Co., Ltd",p-4005,GT-S8000 Jet (msc),,,,,,,,,,,,
d-04e8-4f1f,v-04e8,"Samsung Electronics Co., Ltd",p-4f1f,GT-S8000 Jet (mtp),,,,,,,,,,,,
d-04e8-5000,v-04e8,"Samsung Electronics Co., Ltd",p-5000,YP-MF series,,,,,,,,,,,,
d-04e8-5001,v-04e8,"Samsung Electronics Co., Ltd",p-5001,YP-100,,,,,,,,,,,,
d-04e8-5002,v-04e8,"Samsung Electronics Co., Ltd",p-5002,YP-30,,,,,,,,,,,,
d-04e8-5003,v-04e8,"Samsung Electronics Co., Ltd",p-5003,YP-700,,,,,,,,,,,,
d-04e8-5004,v-04e8,"Samsung Electronics Co., Ltd",p-5004,YP-30,,,,,,,,,,,,
d-04e8-5005,v-04e8,"Samsung Electronics Co., Ltd",p-5005,YP-300,,,,,,,,,,,,
d-04e8-5006,v-04e8,"Samsung Electronics Co., Ltd",p-5006,YP-750,,,,,,,,,,,,
d-04e8-500d,v-04e8,"Samsung Electronics Co., Ltd",p-500d,MP3 Player,,,,,,,,,,,,
d-04e8-5010,v-04e8,"Samsung Electronics Co., Ltd",p-5010,Yepp YP-35,,,,,,,,,,,,
d-04e8-5011,v-04e8,"Samsung Electronics Co., Ltd",p-5011,YP-780,,,,,,,,,,,,
d-04e8-5013,v-04e8,"Samsung Electronics Co., Ltd",p-5013,YP-60,,,,,,,,,,,,
d-04e8-5015,v-04e8,"Samsung Electronics Co., Ltd",p-5015,yepp upgrade,,,,,,,,,,,,
d-04e8-501b,v-04e8,"Samsung Electronics Co., Ltd",p-501b,MP3 Player,,,,,,,,,,,,
d-04e8-5021,v-04e8,"Samsung Electronics Co., Ltd",p-5021,Yepp YP-ST5,,,,,,,,,,,,
d-04e8-5026,v-04e8,"Samsung Electronics Co., Ltd",p-5026,YP-MT6V,,,,,,,,,,,,
d-04e8-5027,v-04e8,"Samsung Electronics Co., Ltd",p-5027,YP-T7,,,,,,,,,,,,
d-04e8-502b,v-04e8,"Samsung Electronics Co., Ltd",p-502b,YP-F1,,,,,,,,,,,,
d-04e8-5032,v-04e8,"Samsung Electronics Co., Ltd",p-5032,YP-J70,,,,,,,,,,,,
d-04e8-503b,v-04e8,"Samsung Electronics Co., Ltd",p-503b,YP-U1 MP3 Player,,,,,,,,,,,,
d-04e8-503d,v-04e8,"Samsung Electronics Co., Ltd",p-503d,YP-T7F,,,,,,,,,,,,
d-04e8-5041,v-04e8,"Samsung Electronics Co., Ltd",p-5041,YP-Z5,,,,,,,,,,,,
d-04e8-5050,v-04e8,"Samsung Electronics Co., Ltd",p-5050,YP-U2 MP3 Player,,,,,,,,,,,,
d-04e8-5051,v-04e8,"Samsung Electronics Co., Ltd",p-5051,YP-F2R,,,,,,,,,,,,
d-04e8-5055,v-04e8,"Samsung Electronics Co., Ltd",p-5055,YP-T9,,,,,,,,,,,,
d-04e8-507d,v-04e8,"Samsung Electronics Co., Ltd",p-507d,YP-U3 (mtp),,,,,,,,,,,,
d-04e8-507f,v-04e8,"Samsung Electronics Co., Ltd",p-507f,YP-T9J,,,,,,,,,,,,
d-04e8-5080,v-04e8,"Samsung Electronics Co., Ltd",p-5080,Yepp YP-K3 (msc),,,,,,,,,,,,
d-04e8-5081,v-04e8,"Samsung Electronics Co., Ltd",p-5081,Yepp YP-K3 (mtp),,,,,,,,,,,,
d-04e8-5082,v-04e8,"Samsung Electronics Co., Ltd",p-5082,YP-P2 (msc),,,,,,,,,,,,
d-04e8-5083,v-04e8,"Samsung Electronics Co., Ltd",p-5083,YP-P2 (mtp),,,,,,,,,,,,
d-04e8-508a,v-04e8,"Samsung Electronics Co., Ltd",p-508a,YP-T10,,,,,,,,,,,,
d-04e8-508b,v-04e8,"Samsung Electronics Co., Ltd",p-508b,YP-S5 MP3 Player,,,,,,,,,,,,
d-04e8-508c,v-04e8,"Samsung Electronics Co., Ltd",p-508c,YP-S5,,,,,,,,,,,,
d-04e8-5090,v-04e8,"Samsung Electronics Co., Ltd",p-5090,YP-S3 (msc),,,,,,,,,,,,
d-04e8-5091,v-04e8,"Samsung Electronics Co., Ltd",p-5091,YP-S3 (mtp),,,,,,,,,,,,
d-04e8-5092,v-04e8,"Samsung Electronics Co., Ltd",p-5092,YP-U4 (msc),,,,,,,,,,,,
d-04e8-5093,v-04e8,"Samsung Electronics Co., Ltd",p-5093,YP-U4 (mtp),,,,,,,,,,,,
d-04e8-5095,v-04e8,"Samsung Electronics Co., Ltd",p-5095,YP-S2,,,,,,,,,,,,
d-04e8-510f,v-04e8,"Samsung Electronics Co., Ltd",p-510f,YP-R1,,,,,,,,,,,,
d-04e8-5119,v-04e8,"Samsung Electronics Co., Ltd",p-5119,Yepp YP-P3,,,,,,,,,,,,
d-04e8-511c,v-04e8,"Samsung Electronics Co., Ltd",p-511c,YP-Q2,,,,,,,,,,,,
d-04e8-5121,v-04e8,"Samsung Electronics Co., Ltd",p-5121,YP-U5,,,,,,,,,,,,
d-04e8-5123,v-04e8,"Samsung Electronics Co., Ltd",p-5123,Yepp YP-M1,,,,,,,,,,,,
d-04e8-5a00,v-04e8,"Samsung Electronics Co., Ltd",p-5a00,YP-NEU,,,,,,,,,,,,
d-04e8-5a01,v-04e8,"Samsung Electronics Co., Ltd",p-5a01,YP-NDU,,,,,,,,,,,,
d-04e8-5a03,v-04e8,"Samsung Electronics Co., Ltd",p-5a03,Yepp MP3 Player,,,,,,,,,,,,
d-04e8-5a04,v-04e8,"Samsung Electronics Co., Ltd",p-5a04,YP-800,,,,,,,,,,,,
d-04e8-5a08,v-04e8,"Samsung Electronics Co., Ltd",p-5a08,YP-90,,,,,,,,,,,,
d-04e8-5a0f,v-04e8,"Samsung Electronics Co., Ltd",p-5a0f,Meizu M6 MiniPlayer,,,,,,,,,,,,
d-04e8-5b01,v-04e8,"Samsung Electronics Co., Ltd",p-5b01,Memory Stick Reader/Writer,,,,,,,,,,,,
d-04e8-5b02,v-04e8,"Samsung Electronics Co., Ltd",p-5b02,Memory Stick Reader/Writer,,,,,,,,,,,,
d-04e8-5b03,v-04e8,"Samsung Electronics Co., Ltd",p-5b03,Memory Stick Reader/Writer,,,,,,,,,,,,
d-04e8-5b04,v-04e8,"Samsung Electronics Co., Ltd",p-5b04,Memory Stick Reader/Writer,,,,,,,,,,,,
d-04e8-5b05,v-04e8,"Samsung Electronics Co., Ltd",p-5b05,Memory Stick Reader/Writer,,,,,,,,,,,,
d-04e8-5b11,v-04e8,"Samsung Electronics Co., Ltd",p-5b11,SEW-2001u Card,,,,,,,,,,,,
d-04e8-5f00,v-04e8,"Samsung Electronics Co., Ltd",p-5f00,NEXiO Sync,,,,,,,,,,,,
d-04e8-5f01,v-04e8,"Samsung Electronics Co., Ltd",p-5f01,NEXiO Sync,,,,,,,,,,,,
d-04e8-5f02,v-04e8,"Samsung Electronics Co., Ltd",p-5f02,NEXiO Sync,,,,,,,,,,,,
d-04e8-5f03,v-04e8,"Samsung Electronics Co., Ltd",p-5f03,NEXiO Sync,,,,,,,,,,,,
d-04e8-5f04,v-04e8,"Samsung Electronics Co., Ltd",p-5f04,NEXiO Sync,,,,,,,,,,,,
d-04e8-6032,v-04e8,"Samsung Electronics Co., Ltd",p-6032,G2 Portable hard drive,,,,,,,,,,,,
d-04e8-6601,v-04e8,"Samsung Electronics Co., Ltd",p-6601,Mobile Phone,,,,,,,,,,,,
d-04e8-6602,v-04e8,"Samsung Electronics Co., Ltd",p-6602,Galaxy,,,,,,,,,,,,
d-04e8-6603,v-04e8,"Samsung Electronics Co., Ltd",p-6603,Galaxy,,,,,,,,,,,,
d-04e8-6611,v-04e8,"Samsung Electronics Co., Ltd",p-6611,MITs Sync,,,,,,,,,,,,
d-04e8-6613,v-04e8,"Samsung Electronics Co., Ltd",p-6613,MITs Sync,,,,,,,,,,,,
d-04e8-6615,v-04e8,"Samsung Electronics Co., Ltd",p-6615,MITs Sync,,,,,,,,,,,,
d-04e8-6617,v-04e8,"Samsung Electronics Co., Ltd",p-6617,MITs Sync,,,,,,,,,,,,
d-04e8-6619,v-04e8,"Samsung Electronics Co., Ltd",p-6619,MITs Sync,,,,,,,,,,,,
d-04e8-661b,v-04e8,"Samsung Electronics Co., Ltd",p-661b,MITs Sync,,,,,,,,,,,,
d-04e8-661e,v-04e8,"Samsung Electronics Co., Ltd",p-661e,Handheld,,,,,,,,,,,,
d-04e8-6620,v-04e8,"Samsung Electronics Co., Ltd",p-6620,Handheld,,,,,,,,,,,,
d-04e8-6622,v-04e8,"Samsung Electronics Co., Ltd",p-6622,Handheld,,,,,,,,,,,,
d-04e8-6624,v-04e8,"Samsung Electronics Co., Ltd",p-6624,Handheld,,,,,,,,,,,,
d-04e8-662e,v-04e8,"Samsung Electronics Co., Ltd",p-662e,MITs Sync,,,,,,,,,,,,
d-04e8-6630,v-04e8,"Samsung Electronics Co., Ltd",p-6630,MITs Sync,,,,,,,,,,,,
d-04e8-6632,v-04e8,"Samsung Electronics Co., Ltd",p-6632,MITs Sync,,,,,,,,,,,,
d-04e8-663e,v-04e8,"Samsung Electronics Co., Ltd",p-663e,D900e Phone,,,,,,,,,,,,
d-04e8-663f,v-04e8,"Samsung Electronics Co., Ltd",p-663f,SGH-E720/SGH-E840,,,,,,,,,,,,
d-04e8-6640,v-04e8,"Samsung Electronics Co., Ltd",p-6640,Usb Modem Enumerator,,,,,,,,,,,,
d-04e8-6702,v-04e8,"Samsung Electronics Co., Ltd",p-6702,X830,,,,,,,,,,,,
d-04e8-6708,v-04e8,"Samsung Electronics Co., Ltd",p-6708,U600 Phone,,,,,,,,,,,,
d-04e8-6709,v-04e8,"Samsung Electronics Co., Ltd",p-6709,U600,,,,,,,,,,,,
d-04e8-6734,v-04e8,"Samsung Electronics Co., Ltd",p-6734,Juke,,,,,,,,,,,,
d-04e8-6759,v-04e8,"Samsung Electronics Co., Ltd",p-6759,D900e Media Player,,,,,,,,,,,,
d-04e8-675a,v-04e8,"Samsung Electronics Co., Ltd",p-675a,D900e Mass Storage,,,,,,,,,,,,
d-04e8-675b,v-04e8,"Samsung Electronics Co., Ltd",p-675b,D900e Camera,,,,,,,,,,,,
d-04e8-6772,v-04e8,"Samsung Electronics Co., Ltd",p-6772,Standalone LTE device (Trial),,,,,,,,,,,,
d-04e8-6795,v-04e8,"Samsung Electronics Co., Ltd",p-6795,S5230,,,,,,,,,,,,
d-04e8-6802,v-04e8,"Samsung Electronics Co., Ltd",p-6802,Standalone HSPA device,,,,,,,,,,,,
d-04e8-6806,v-04e8,"Samsung Electronics Co., Ltd",p-6806,Composite LTE device (Trial),,,,,,,,,,,,
d-04e8-6807,v-04e8,"Samsung Electronics Co., Ltd",p-6807,Composite HSPA device,,,,,,,,,,,,
d-04e8-681c,v-04e8,"Samsung Electronics Co., Ltd",p-681c,Galaxy Portal/Spica/S,,,,,,,,,,,,
d-04e8-681d,v-04e8,"Samsung Electronics Co., Ltd",p-681d,Galaxy Portal/Spica Android Phone,,,,,,,,,,,,
d-04e8-684e,v-04e8,"Samsung Electronics Co., Ltd",p-684e,Wave (GT-S8500),,,,,,,,,,,,
d-04e8-6875,v-04e8,"Samsung Electronics Co., Ltd",p-6875,GT-B3710 Standalone LTE device (Commercial),,,,,,,,,,,,
d-04e8-6876,v-04e8,"Samsung Electronics Co., Ltd",p-6876,GT-B3710 LTE Modem,,,,,,,,,,,,
d-04e8-6877,v-04e8,"Samsung Electronics Co., Ltd",p-6877,Galaxy S,,,,,,,,,,,,
d-04e8-6888,v-04e8,"Samsung Electronics Co., Ltd",p-6888,GT-B3730 Composite LTE device (Commercial),,,,,,,,,,,,
d-04e8-6889,v-04e8,"Samsung Electronics Co., Ltd",p-6889,GT-B3730 Composite LTE device (Commercial),,,,,,,,,,,,
d-04e8-689a,v-04e8,"Samsung Electronics Co., Ltd",p-689a,LTE Storage Driver [CMC2xx],,,,,,,,,,,,
d-04e8-7011,v-04e8,"Samsung Electronics Co., Ltd",p-7011,SEW-2003U Card,,,,,,,,,,,,
d-04e8-7021,v-04e8,"Samsung Electronics Co., Ltd",p-7021,Bluetooth Device,,,,,,,,,,,,
d-04e8-7061,v-04e8,"Samsung Electronics Co., Ltd",p-7061,eHome Infrared Receiver,,,,,,,,,,,,
d-04e8-7080,v-04e8,"Samsung Electronics Co., Ltd",p-7080,Anycall SCH-W580,,,,,,,,,,,,
d-04e8-7081,v-04e8,"Samsung Electronics Co., Ltd",p-7081,Human Interface Device,,,,,,,,,,,,
d-04e8-8001,v-04e8,"Samsung Electronics Co., Ltd",p-8001,Handheld,,,,,,,,,,,,
d-04e8-e020,v-04e8,"Samsung Electronics Co., Ltd",p-e020,SERI E02 SCOM 6200 UMTS Phone,,,,,,,,,,,,
d-04e8-e021,v-04e8,"Samsung Electronics Co., Ltd",p-e021,SERI E02 SCOM 6200 Virtual UARTs,,,,,,,,,,,,
d-04e8-e022,v-04e8,"Samsung Electronics Co., Ltd",p-e022,SERI E02 SCOM 6200 Flash Load Disk,,,,,,,,,,,,
d-04e8-ff30,v-04e8,"Samsung Electronics Co., Ltd",p-ff30,SG_iMON,,,,,,,,,,,,
d-04eb-e004,v-04eb,"Northstar Systems, Inc.",p-e004,eHome Infrared Transceiver,,,,,,,,,,,,
d-04f1-0001,v-04f1,"Victor Company of Japan, Ltd",p-0001,GC-QX3 Digital Still Camera,,,,,,,,,,,,
d-04f1-0004,v-04f1,"Victor Company of Japan, Ltd",p-0004,GR-DVL815U Digital Video Camera,,,,,,,,,,,,
d-04f1-0006,v-04f1,"Victor Company of Japan, Ltd",p-0006,DV Camera Storage,,,,,,,,,,,,
d-04f1-0008,v-04f1,"Victor Company of Japan, Ltd",p-0008,GZ-MG30AA/MC500E Digital Video Camera,,,,,,,,,,,,
d-04f1-0009,v-04f1,"Victor Company of Japan, Ltd",p-0009,GR-DX25EK Digital Video Camera,,,,,,,,,,,,
d-04f1-000a,v-04f1,"Victor Company of Japan, Ltd",p-000a,GR-D72 Digital Video Camera,,,,,,,,,,,,
d-04f1-1001,v-04f1,"Victor Company of Japan, Ltd",p-1001,GC-A50 Camera Device,,,,,,,,,,,,
d-04f1-3008,v-04f1,"Victor Company of Japan, Ltd",p-3008,MP-PRX1 Ethernet,,,,,,,,,,,,
d-04f1-3009,v-04f1,"Victor Company of Japan, Ltd",p-3009,MP-XP7250 WLAN Adapter,,,,,,,,,,,,
d-04f2-0001,v-04f2,"Chicony Electronics Co., Ltd",p-0001,KU-8933 Keyboard,,,,,,,,,,,,
d-04f2-0002,v-04f2,"Chicony Electronics Co., Ltd",p-0002,NT68P81 Keyboard,,,,,,,,,,,,
d-04f2-0110,v-04f2,"Chicony Electronics Co., Ltd",p-0110,KU-2971 Keyboard,,,,,,,,,,,,
d-04f2-0111,v-04f2,"Chicony Electronics Co., Ltd",p-0111,KU-9908 Keyboard,,,,,,,,,,,,
d-04f2-0112,v-04f2,"Chicony Electronics Co., Ltd",p-0112,KU-8933 Keyboard with PS/2 Mouse port,,,,,,,,,,,,
d-04f2-0116,v-04f2,"Chicony Electronics Co., Ltd",p-0116,KU-2971/KU-0325 Keyboard,,,,,,,,,,,,
d-04f2-0220,v-04f2,"Chicony Electronics Co., Ltd",p-0220,Wireless HID Receiver,,,,,,,,,,,,
d-04f2-0402,v-04f2,"Chicony Electronics Co., Ltd",p-0402,Genius LuxeMate i200 Keyboard,,,,,,,,,,,,
d-04f2-0403,v-04f2,"Chicony Electronics Co., Ltd",p-0403,KU-0420 keyboard,,,,,,,,,,,,
d-04f2-0418,v-04f2,"Chicony Electronics Co., Ltd",p-0418,KU-0418 Tactical Pad,,,,,,,,,,,,
d-04f2-0760,v-04f2,"Chicony Electronics Co., Ltd",p-0760,Acer KU-0760 Keyboard,,,,,,,,,,,,
d-04f2-0860,v-04f2,"Chicony Electronics Co., Ltd",p-0860,2.4G Multimedia Wireless Kit,,,,,,,,,,,,
d-04f2-a001,v-04f2,"Chicony Electronics Co., Ltd",p-a001,E-Video DC-100 Camera,,,,,,,,,,,,
d-04f2-a120,v-04f2,"Chicony Electronics Co., Ltd",p-a120,ORITE CCD Webcam(PC370R),,,,,,,,,,,,
d-04f2-a121,v-04f2,"Chicony Electronics Co., Ltd",p-a121,ORITE CCD Webcam(PC370R),,,,,,,,,,,,
d-04f2-a122,v-04f2,"Chicony Electronics Co., Ltd",p-a122,ORITE CCD Webcam(PC370R),,,,,,,,,,,,
d-04f2-a123,v-04f2,"Chicony Electronics Co., Ltd",p-a123,ORITE CCD Webcam(PC370R),,,,,,,,,,,,
d-04f2-a124,v-04f2,"Chicony Electronics Co., Ltd",p-a124,ORITE CCD Webcam(PC370R),,,,,,,,,,,,
d-04f2-a128,v-04f2,"Chicony Electronics Co., Ltd",p-a128,PC Camera (SN9C202 + OV7663 + EEPROM),,,,,,,,,,,,
d-04f2-a133,v-04f2,"Chicony Electronics Co., Ltd",p-a133,Gateway Webcam,,,,,,,,,,,,
